Время срабатывания,Квитировать,Сообщение
08.06.2020 14:24:29.544,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
08.06.2020 14:23:47.542,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
08.06.2020 14:21:23.332,Не квитировано,TT-961. Температура пропиленгликоля в емости Е-111. «Максимум»
08.06.2020 14:19:44.238,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 14:19:43.438,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
08.06.2020 14:19:43.367,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 14:19:43.117,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:19:41.740,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 14:19:41.667,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 14:19:41.517,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:17:32.036,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
08.06.2020 14:17:31.964,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
08.06.2020 14:17:31.764,Не квитировано,Компрессор К-102. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:17:29.815,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
08.06.2020 14:17:29.664,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:16:51.035,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
08.06.2020 14:16:50.963,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
08.06.2020 14:16:50.763,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:16:48.263,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
08.06.2020 14:16:48.163,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:11:50.529,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
08.06.2020 14:04:54.021,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
08.06.2020 14:04:53.949,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
08.06.2020 14:04:53.749,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 14:04:51.349,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
08.06.2020 14:04:51.249,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:54:41.508,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 13:47:44.701,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 13:47:44.001,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
08.06.2020 13:47:43.930,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 13:47:43.679,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:47:42.302,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 13:47:42.230,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 13:47:42.079,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:44:44.497,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
08.06.2020 13:37:46.889,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
08.06.2020 13:37:46.817,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
08.06.2020 13:37:44.617,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
08.06.2020 13:37:44.517,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:27:34.477,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 13:20:54.469,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
08.06.2020 13:20:36.769,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 13:20:36.269,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
08.06.2020 13:20:36.198,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 13:20:35.947,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:20:34.569,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 13:20:34.497,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 13:20:34.347,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:13:57.560,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
08.06.2020 13:13:57.488,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
08.06.2020 13:13:57.288,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:13:54.788,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
08.06.2020 13:13:54.688,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:10:10.456,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 13:03:36.450,Не квитировано,Компрессор К-102. ЗАДЕРЖКА СНЯТА
08.06.2020 13:03:12.848,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 13:03:12.349,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
08.06.2020 13:03:12.277,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 13:03:12.027,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:03:10.549,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 13:03:10.478,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 13:03:10.327,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 13:00:05.444,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 12:56:39.241,Не квитировано,Компрессор К-102. ЗАДЕРЖКА
08.06.2020 12:56:39.169,Не квитировано,Компрессор К-102. ОТКЛЮЧЕН
08.06.2020 12:56:38.969,Не квитировано,Компрессор К-102. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:56:37.019,Не квитировано,Компрессор К-102. ВКЛЮЧЕН
08.06.2020 12:56:36.869,Не квитировано,Компрессор К-102. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:55:34.441,Не квитировано,Компрессор К-112. ЗАДЕРЖКА СНЯТА
08.06.2020 12:53:08.137,Не квитировано,Компрессор К-111. ЗАДЕРЖКА
08.06.2020 12:53:08.065,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 12:53:07.816,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:53:08.637,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 12:53:06.337,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 12:53:06.266,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 12:53:06.116,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:49:25.433,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 12:48:37.833,Не квитировано,FS-952. Защита компрессора К-112 от низкого давления масла. РАЗОМКНУТ
08.06.2020 12:48:37.432,Не квитировано,Компрессор К-112. ЗАДЕРЖКА
08.06.2020 12:48:37.361,Не квитировано,Компрессор К-112. ОТКЛЮЧЕН
08.06.2020 12:48:37.111,Не квитировано,Компрессор К-112. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:48:34.632,Не квитировано,FS-952. Защита компрессора К-112 от низкого давления масла. ЗАМКНУТ
08.06.2020 12:48:34.611,Не квитировано,Компрессор К-112. ВКЛЮЧЕН
08.06.2020 12:48:34.461,Не квитировано,Компрессор К-112. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:48:34.432,Не квитировано,Компрессор К-112. ЗАДЕРЖКА СНЯТА
08.06.2020 12:42:29.025,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. РАЗОМКНУТ
08.06.2020 12:42:28.554,Не квитировано,Компрессор К-111. ОТКЛЮЧЕН
08.06.2020 12:42:28.303,Не квитировано,Компрессор К-111. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:42:26.426,Не квитировано,FS-951. Защита компрессора К-111 от низкого давления масла. ЗАМКНУТ
08.06.2020 12:42:26.354,Не квитировано,Компрессор К-111. ВКЛЮЧЕН
08.06.2020 12:42:26.204,Не квитировано,Компрессор К-111. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:41:44.424,Не квитировано,Компрессор К-111. ЗАДЕРЖКА СНЯТА
08.06.2020 12:41:41.024,Не квитировано,FS-952. Защита компрессора К-112 от низкого давления масла. РАЗОМКНУТ
08.06.2020 12:41:40.624,Не квитировано,Компрессор К-112. ЗАДЕРЖКА
08.06.2020 12:41:40.553,Не квитировано,Компрессор К-112. ОТКЛЮЧЕН
08.06.2020 12:41:40.303,Не квитировано,Компрессор К-112. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:41:35.424,Не квитировано,FS-952. Защита компрессора К-112 от низкого давления масла. ЗАМКНУТ
08.06.2020 12:41:35.353,Не квитировано,Компрессор К-112. ВКЛЮЧЕН
08.06.2020 12:41:35.203,Не квитировано,Компрессор К-112. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
08.06.2020 12:41:34.425,Не квитировано,Компрессор К-112. ЗАДЕРЖКА СНЯТА
08.06.2020 12:39:55.421,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
08.06.2020 12:37:46.712,Не квитировано,TT-981. Температура пропиленгликоля в емкости Е-112. «Минимум» СНЯТ
08.06.2020 12:37:46.712,Не квитировано,TT-981. Температура пропиленгликоля в емкости Е-112. НОРМА
08.06.2020 12:37:25.608,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум аварийный» СНЯТ
08.06.2020 12:37:25.608,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. НОРМА
08.06.2020 12:37:25.608,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум предаварийный» СНЯТ
08.06.2020 12:37:25.607,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум» СНЯТ
08.06.2020 12:36:55.840,Не квитировано,Задвижка V-33. ЗАКРЫТА
08.06.2020 12:36:53.710,Не квитировано,PDT-996. Перепад давления пропиленгликоля на насосе Р-22/В. «Минимум аварийный» СНЯТ
08.06.2020 12:36:04.192,Не квитировано,Насос Р-21/А. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
08.06.2020 12:36:04.192,Не квитировано,Насос Р-21/А. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ С АРМ
